text,Ravi,Niranjana,Priya,
"After Yogeshwar Dutt’s medal upgrade, Bangladesh hopeful that “The No Ball” will be cancelled during 2019 World Cup http://www. fakingnews.firstpost.com/sports/yogeshw ar-dutts-medal-upgrade-4-yrs-bangladesh-hopeful-no-ball-will-cancelled-2019-world-cup-17230 …",,,,
"NASA to end the long running internet rumor, will actually click India from space this Diwali http://www. fakingnews.firstpost.com/india/nasa-end -long-running-internet-rumor-will-actually-click-india-space-diwali-17227 …",,,,
"Impressed with T20 cricket, America to get BCCA on the lines of BCCI, disgruntled baseball players go on dharna http://www. fakingnews.firstpost.com/sports/impress ed-t20-cricket-america-get-bcca-lines-bcci-disgruntled-baseball-players-go-dharna-17215 … #Re",,,No,
Software Company forms committee to inquire why employee was working late during his notice period http://www. fakingnews.firstpost.com/india/software -company-forms-committee-enquire-employee-working-late-notice-period-17209 … #Re,,,Yes,
"Now BCCI to host T20 cricket at the North Pole, expects Indian fans will fill the stadium http://www. fakingnews.firstpost.com/sports/bcci-to -host-t20-cricket-at-the-north-pole-expects-indian-fans-will-fill-the-stadium-17212 … #Re",,,Yes,
"हल्दी दूध के घोल को दवाई बता कर बेचती रही दादी माँ, कुछ ही दिनों में बनी करोड़पति http:// hindi.fakingnews.firstpost.com/business/old-l ady-becomes-millionaire-by-selling-milk-turmeric-mixture-1651 … from @hindifakingnews",,,,
"""लोढा कमेटी की रिपोर्ट पर हमने समोसे रखकर नहीं खाये"" -अनुराग ठाकुर ने सफ़ाई दी http:// hindi.fakingnews.firstpost.com/sports/anurag- thakur-said-i-did-not-eat-samosa-on-lodha-committee-report-1659 … from @hindifakingnews",,,,
"Impressed with T20 cricket, America to get BCCA on the lines of BCCI, disgruntled baseball players go on dharna http://www. fakingnews.firstpost.com/sports/impress ed-t20-cricket-america-get-bcca-lines-bcci-disgruntled-baseball-players-go-dharna-17215 …",,,,
महिलाओं का आधा समय बच्चों के हाथ से स्मार्टफ़ोन छीनने में जा रहा हैः स्टडी http:// hindi.fakingnews.firstpost.com/society/women- spends-more-time-in-taking-smartphones-from-children-1654 … from @hindifakingnews,,,,
"Now BCCI to host T20 cricket at the North Pole, expects Indian fans will fill the stadium http://www. fakingnews.firstpost.com/sports/bcci-to -host-t20-cricket-at-the-north-pole-expects-indian-fans-will-fill-the-stadium-17212 …",,,,
एयरपोर्ट पर कपड़े चेंज करने के बाद ही भारत में एंट्री करेंगी विदेशी महिलायें: डॉ महेश शर्मा http:// hindi.fakingnews.firstpost.com/india/women-to urists-will-change-at-airports-before-enter-in-india-1644 … from @hindifakingnews,,,,
Software Company forms committee to inquire why employee was working late during his notice period http://www. fakingnews.firstpost.com/india/software -company-forms-committee-enquire-employee-working-late-notice-period-17209 …,,,,
Man wearing Bluetooth earpiece at all times totally unaware that its no longer 2006 http://www. fakingnews.firstpost.com/india/man-wear ing-bluetooth-earpiece-times-totally-unaware-no-longer-2006-17206 … #Re,,,No,
Virender Sehwag to start Twitter coaching classes in his school http://www. fakingnews.firstpost.com/social-media/v irender-sehwag-start-twitter-coaching-classes-school-17203 … #Re,,,Yes,
"गूगल में नाम सर्च किए बिना ही कर दिया बच्चे का नामकरण, मेहमानों ने जमकर कोसा http:// hindi.fakingnews.firstpost.com/society/guests -got-angry-for-naming-son-without-searching-on-google-1630 … from @hindifakingnews",,,,
सिद्धू के निर्णय लेने से पहले हम मंगल ग्रह पर पानी ढूंढ लेंगे : NASA http:// hindi.fakingnews.firstpost.com/politics/siddh u-nasa-mars-planet-water-aap-bjp-1625 … from @hindifakingnews,,,,
Man wearing Bluetooth earpiece at all times totally unaware that its no longer 2006 http://www. fakingnews.firstpost.com/india/man-wear ing-bluetooth-earpiece-times-totally-unaware-no-longer-2006-17206 …,,,,
"अब काली बिल्लियों में गोरा निखार लाने के लिए भी बनेगी फ़ेयरनेस क्रीम, अपशगुन से बचेंगे लोग http:// hindi.fakingnews.firstpost.com/business/compa ny-will-launch-fairness-cream-for-cats-1589 … from @hindifakingnews",,,,
वेस्ट इंडीज़ से हार के बाद भारतीय ड्रेसिंग रूम मीटिंग का विवरण http:// hindi.fakingnews.firstpost.com/sports/dressin g-room-meeting-after-losing-to-west-indies-2-1639 … from @hindifakingnews,,,,
Virender Sehwag to start Twitter coaching classes in his school http://www. fakingnews.firstpost.com/social-media/v irender-sehwag-start-twitter-coaching-classes-school-17203 …,,,,
All new BMW car with 'Mosquito Repellent' feature launched http://www. fakingnews.firstpost.com/india/new-bmw- car-mosquito-repellent-feature-launched-17199 … #re,,,Yes,
Employee fired after he didn't use Boss's favorite Arial font to make ppt http://www. fakingnews.firstpost.com/society/employ ee-fired-didnt-use-bosss-favorite-ariel-font-make-ppt-17188 … #re,,,Yes,
"JNU professor refuses to accept student’s PhD thesis, says 'three years too short for PhD' http://www. fakingnews.firstpost.com/india/jnu-prof essor-refuses-accept-students-phd-thesis-says-three-years-short-phd-17191 … #re",,,Yes,
Can someone ask Sushma Swaraj to rescue Indian bowlers from USA? #IndvsWI,,,No,
"अमेरिका ने भारत को बदला लेने की धमकी दी, कहा- ""हम भी चीनी ताइपे के साथ बेसबॉल के मैच खेलेंगे मुंबई में"" http:// hindi.fakingnews.firstpost.com/sports/us-warn s-india-to-play-baseball-matches-in-mumbai-1594 …",,,,
Panic strikes as newspprs forget to publish img of Muslim mother walking with kid dressed as Krishna on Janmashtami http:// my.fakingnews.firstpost.com/india/panic-st rikes-india-newspapers-forget-publish-images-muslim-mother-walking-kid-dressed-krishna-janmashtami-27088 …,,,No,
ऑक्सीजन मास्क के तर्ज पर अब Air Hostesses के लिये ऊपर से गिरेगा मेक अप किट http:// hindi.fakingnews.firstpost.com/india/air-host ess-make-up-machine-airlines-1421 … (via @hindifakingnews ),,,,
Navjot Sidhu has already forgotten why he resigned from Rajya Sabha http://www. fakingnews.firstpost.com/politics/navjo t-sidhu-already-forgotten-resigned-rajya-sabha-17181 …,,,Yes,
"कपिल के कॉमेडी शो में नहीं गये फ़िल्म के कलाकार, सेंसर बोर्ड ने सर्टिफ़िकेट देने से मना किया http:// hindi.fakingnews.firstpost.com/entertainment/ censor-board-declined-certificate-to-bollywood-film-1533 … (via @hindifakingnews )",,,,
All new BMW car with 'Mosquito Repellent' feature launched http://www. fakingnews.firstpost.com/india/new-bmw- car-mosquito-repellent-feature-launched-17199 …,,,,
Employee fired after he didn't use Boss's favorite Arial font to make ppt http://www. fakingnews.firstpost.com/society/employ ee-fired-didnt-use-bosss-favorite-ariel-font-make-ppt-17188 … (by @bija_hem ),,,,
"JNU professor refuses to accept student’s PhD thesis, says 'three years too short for PhD' http://www. fakingnews.firstpost.com/india/jnu-prof essor-refuses-accept-students-phd-thesis-says-three-years-short-phd-17191 …",,,,
Friday Faking Release: Bajatey Raho (*ing DJ Bobby Deol) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-bajatey-raho-ing-dj-bobby-deol-17184 … #Re,,,,
Navjot Sidhu has already forgotten why he resigned from Rajya Sabha http://www. fakingnews.firstpost.com/politics/navjo t-sidhu-already-forgotten-resigned-rajya-sabha-17181 … #Re,,,,
"2 KMs long pedestrian traffic jam at Parel station, Army called in to rescue commuters http://www. fakingnews.firstpost.com/india/mumbai-l ocal-parel-dadar-station-local-train-17178 … #Re",,,No,
"सिग्नल ढूंढने निकली 4G वाली लड़की कई दिन से लापता, घाटी और सुरंगों का चप्पा-चप्पा छान रही पुलिस http:// hindi.fakingnews.firstpost.com/technology/4g- girl-traceless-gone-out-for-looking-for-mobile-signals-1608 … - @hindifakingnews",,,,
"Gym नहीं जा रहा युवक करता रहा Work Out और Diet Chart के स्टेटस अपडेट,1 महीने में बने 6 पैक Abs http:// hindi.fakingnews.firstpost.com/social-media/w ork-out-post-six-pack-abs-facebook-status-1602 … from @hindifakingnews",,,,
Friday Faking Release: Bajatey Raho (*ing DJ Bobby Deol) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-bajatey-raho-ing-dj-bobby-deol-17184 …,,,,
Navjot Sidhu has already forgotten why he resigned from Rajya Sabha http://www. fakingnews.firstpost.com/politics/navjo t-sidhu-already-forgotten-resigned-rajya-sabha-17181 …,,,,
"अमेरिका ने भारत को बदले की धमकी दी, कहा- हम भी चीनी ताइपे के साथ बेसबॉल के मैच खेलेंगे मुंबई में http:// hindi.fakingnews.firstpost.com/sports/us-warn s-india-to-play-baseball-matches-in-mumbai-1594 … - @hindifakingnews",,,,
"दस साल से नींद ना आने की बीमारी से ग्रस्त मरीज़, मोहंजोदारो के पहले दस मिनट में ही सोया http:// hindi.fakingnews.firstpost.com/entertainment/ insomnia-patient-fall-asleep-in-first-ten-minutes-of-mohenjo-daro-1555 … from @hindifakingnews",,,,
"2 KMs long pedestrian traffic jam at Parel station, Army called in to rescue commuters http://www. fakingnews.firstpost.com/india/mumbai-l ocal-parel-dadar-station-local-train-17178 …",,,,
Man stops to help a guy who was lying bleeding on the roadside http://www. fakingnews.firstpost.com/india/man-stop s-help-guy-lying-bleeding-roadside-17174 … #Re,,,No,
