Original Tweet,Text of tweet,Hashtags,Users tagged,length,Class
Blue Jays/Rangers...The two classiest teams playing each other for the ALDS. Shall be interesting. #sarcasm,Blue Jays Rangers The two classiest teams playing each other for the ALDS Shall be interesting,sarcasm,,107,S
"10 Days to Lose 100 Friends: A Sarcastic Facebook Post Series Ã¢â‚¬â€ Read: https://t.co/v4dUaJR28p
  
  #Facebook #SarcasmÃ¢â‚¬Â¦ https://t.co/mZqNtICIS3",10 Days to Lose 100 Friends A Sarcastic Facebook Post Series Ã¢â‚¬â€ Read,Facebook SarcasmÃ¢â‚¬Â¦,,155,S
@cthagod ...LMAO!!!! Stop it really.. #sarcasm,LMAO Stop it really,sarcasm,cthagod,46,S
Don't you love it when companies take a perfectly working product and slap a big fat gimmick into it? Nothing gets me more excited. #sarcasm,Don t you love it when companies take a perfectly working product and slap a big fat gimmick into it Nothing gets me more excited,sarcasm,,140,S
Omg whhhhhhhyyyyy! Ã°Å¸ËœÂ#sarcasm https://t.co/9gZ8jd29KY,Omg whhhhhhhyyyyy Ã°Å¸ËœÂ#sarcasm,,,59,S
@BiasedGirl Oh great. #sarcasm,Oh great,sarcasm,BiasedGirl,30,S
@esseeeayeenn #sarcasm surely. This is pretty awesome too especially if you like #craftbeer.The men fromÃ¢â‚¬Â¦ https://t.co/iQhl2OOu6W,surely This is pretty awesome too especially if you like The men fromÃ¢â‚¬Â¦,sarcasm craftbeer.The,esseeeayeenn,135,S
@GovPenceIN It's possible for IS members to insert themselves into citizenry through a fuckin' airport. Let's start there. #sarcasm,It s possible for IS members to insert themselves into citizenry through a fuckin airport Let s start there,sarcasm,GovPenceIN,131,S
"@GUCCIFER_2 @argmachinetv Oh, but wait! Media reporting this is fake. Didn't really happen. #sarcasm",2 Oh but wait Media reporting this is fake Didn t really happen,sarcasm,argmachinetv GUCCIFER_2,100,S
Another wonderful commute to LI via @LIRR #sarcasm #haventmovedfor21minutes #railconditionsonrailconditions Ã°Å¸Ëœâ€™Ã°Å¸â„¢â€žÃ°Å¸Ëœâ€™,Another wonderful commute to LI via Ã°Å¸Ëœâ€™Ã°Å¸â„¢â€žÃ°Å¸Ëœâ€™,sarcasm railconditionsonrailconditions haventmovedfor21minutes,LIRR,136,S
"Just one of those days where I had to drag myself out of bed, so I know it's going to be a good one...
  #sarcasm",Just one of those days where I had to drag myself out of bed so I know it s going to be a good one,sarcasm,,113,S
"@businessinsider Yes. This is how everyone wants to look when they fly.
  #Not
  #Sarcasm",Yes This is how everyone wants to look when they fly,Not Sarcasm,businessinsider,89,S
@sharonhough So we should give them more money to help Haiti! #sarcasm @bad_bad_bernie @ActualFlatticus,So we should give them more money to help Haiti bad bernie,sarcasm,sharonhough ActualFlatticus bad_bad_bernie,103,S
@coryprovost @deray @NYDailyNews - just look how white they are. They can't go to jail! Ã°Å¸â„¢â€ž #sarcasm #embarassing,just look how white they are They can t go to jail Ã°Å¸â„¢â€ž,sarcasm embarassing,coryprovost deray NYDailyNews,120,S
Smart' people not realising the rules of universal suffrage then? Oh how elites know best #sarcasm https://t.co/e5TmRnzFgU,Smart people not realising the rules of universal suffrage then Oh how elites know best,sarcasm,,122,S
I love my own farts T-shirt https://t.co/JkSoFQ0BB3 #funnygift #sarcasm #Graphic_tee https://t.co/NFjmov2f1L,I love my own farts T shirt tee,Graphic_tee sarcasm funnygift,,108,S
Theresa May's plans make it look like she's doing an inner coup. I say that with only traces of #sarcasm. Actually I'm alarmed.,Theresa May s plans make it look like she s doing an inner coup I say that with only traces of Actually I m alarmed,sarcasm.,,127,S
"""Modi should have given credit of surgical strikes to madam Sonia Gandhi""---Arvind Kejriwal
  
  #Sarcasm",Modi should have given credit of surgical strikes to madam Sonia Gandhi Arvind Kejriwal,Sarcasm,,105,S
Sometimes I just want to punch Twitter in the face ;) The winky means I'm sexist. #sarcasm,Sometimes I just want to punch Twitter in the face The winky means I m sexist,sarcasm,,90,S
"@Miss_Binky it's two, not too silly #Sarcasm",Binky it s two not too silly,Sarcasm,Miss_Binky,44,S
"All #bullying people disguise their words as #sarcasm , ""I WAS ONLY KIDDING "",#NeverTrump always does it ! .. https://t.co/VNxbct8ssH Ã¢â‚¬Â¦",All people disguise their words as I WAS ONLY KIDDING always does it Ã¢â‚¬Â¦,bullying sarcasm,,141,S
"@RonMcDonald1 #CleanWater , who would have thought that was important? ( #sarcasm ) https://t.co/QyaEetoWjg",who would have thought that was important,sarcasm CleanWater,RonMcDonald1,107,S
Just knew what is #sarcasm and also knew that I'm doing the same ever since I'm kid.,Just knew what is and also knew that I m doing the same ever since I m kid,sarcasm,,84,S
Ellie Goulding - Army. This is for the thief and her sidekick from yesterday. #friends #loyalty #sarcasm https://t.co/bhndiwltKo,Ellie Goulding Army This is for the thief and her sidekick from yesterday,sarcasm friends loyalty,,128,S
Yay it only took me an hour and a half to get from my front door to work today #buslife #sarcasm #nobusestowork,Yay it only took me an hour and a half to get from my front door to work today,nobusestowork sarcasm buslife,,111,S
@AKsoooooCAL @RyanConner69 truth and statistics are racist..... #sarcasm,truth and statistics are racist,sarcasm,RyanConner69 AKsoooooCAL,72,S
"@JCAinfo @X123Alpha WHAT?!?!? You mean Israel give away land in hopes of peace with Pally's?!?! I'm shocked - totally shocked 
  
  #Sarcasm",WHAT You mean Israel give away land in hopes of peace with Pally s I m shocked totally shocked,Sarcasm,JCAinfo X123Alpha,140,S
@PioneerPress just took this blurb from CHI- doesn't even say when the finals are! #AtLeastTheyGotTeamsRight ?Ã¢â‚¬Â¦ https://t.co/hLjfX6cDkz,just took this blurb from CHI doesn t even say when the finals are Ã¢â‚¬Â¦,AtLeastTheyGotTeamsRight,PioneerPress,141,S
"All #bullying people disguise their words as #sarcasm , they say ""I WAS ONLY KIDDING "",#NeverTrump has said it ! https://t.co/xtjnCFFwXW..",All people disguise their words as they say I WAS ONLY KIDDING has said it,bullying sarcasm,,138,S
"""Peace through strength"" ... That's specific. So enlightening, thank you. #sarcasm https://t.co/BSVxT90qz0",Peace through strength That s specific So enlightening thank you,sarcasm,,106,S
"Amazed to see people who were using background data restriction on there mobile now stream live match's on hotstar
  #Jio 
  #sarcasm",Amazed to see people who were using background data restriction on there mobile now stream live match s on hotstar,Jio sarcasm,,133,S
@thedailybeast Not true. Here is the snapshot of what Russian hackers have uncovered on Hillary's PC #lol #sarcasm https://t.co/zkGt63A4yl,Not true Here is the snapshot of what Russian hackers have uncovered on Hillary s PC,sarcasm lol,thedailybeast,138,S
Hey @MikeAndMike @Espngreeny can y'all talk about @OBJ_3 more please? #sarcasm #kickadeadhorse,Hey can y all talk about 3 more please,sarcasm kickadeadhorse,MikeAndMike OBJ_3 Espngreeny,94,S
Standing ovation? That's a surprise...I didn't expect that #sarcasm #TheresaMay,Standing ovation That s a surprise I didn t expect that,sarcasm TheresaMay,,79,S
Sa kangkungan malamang. I think we are tired being called third world it's about time we hit fourth #sarcasm https://t.co/uddKyRwH0n,Sa kangkungan malamang I think we are tired being called third world it s about time we hit fourth,sarcasm,,132,S
"@FOX29philly referencing the Pence supporter this morning: wow, she was pleasant...#sarcasm",referencing the Pence supporter this morning wow she was pleasant,,FOX29philly,91,S
that's simply wonderful.. oh I love it! #sarcasm https://t.co/1IZtigrPQX,that s simply wonderful oh I love it,sarcasm,,72,S
Army should have pre-informed #BarkhaDutt about #SurgicalStrike. So that it could have avoided the burden of proving it! #sarcasm,Army should have pre informed about So that it could have avoided the burden of proving it,sarcasm BarkhaDutt SurgicalStrike.,,129,S
@WWLTV @ShebaTurk OMG she solved the world hunger problem! #sarcasm,OMG she solved the world hunger problem,sarcasm,ShebaTurk WWLTV,67,S
The amount of #hyprocisy that gets banded about is amazing isn't it #sarcasm #dianeabbott #Labour #NHS https://t.co/xYKNaZ3fI8,The amount of that gets banded about is amazing isn t it,sarcasm Labour NHS dianeabbott hyprocisy,,126,S
"@SEPTA I'm late for my early morning class because your driver is having a bad morning. Now I'm having a bad morning, thank you #sarcasm.",I m late for my early morning class because your driver is having a bad morning Now I m having a bad morning thank you,sarcasm.,SEPTA,137,S
Finally got a parking spot. Just one of the many perks of my job. #sarcasm #whatawaste https://t.co/I2ZTqznrx6,Finally got a parking spot Just one of the many perks of my job,sarcasm whatawaste,,110,S
"Tip of a day: If a cute girl sends you a friend's request...
  
  Delete him :P
  #sarcasm #avoidchutiyapa",Tip of a day If a cute girl sends you a friend s request Delete him P,sarcasm avoidchutiyapa,,106,S
"All #bullying people disguise their words as #sarcasm , they say ""I WAS ONLY KIDDING "",#NeverTrump has said it ! https://t.co/xtjnCFFwXW",All people disguise their words as they say I WAS ONLY KIDDING has said it,bullying sarcasm,,136,S
"It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""",It s said that is the lowest form of To that I say No really Hey somebody give this person a,"sarcasm wit. peace prize!"" Nobel",,134,S
#paycheck anyone ? Lol #sarcasm the story of all the employees ever. Who is with me on this. #socialmedia #retweetÃ¢â‚¬Â¦ https://t.co/ZkRc6gkwJz,anyone Lol the story of all the employees ever Who is with me on this,sarcasm paycheck socialmedia retweetÃ¢â‚¬Â¦,,145,S
"More Zika mosquitoes in Miami Beach--6 new local infections: love wetlands. #sarcasm
  
  https://t.co/WdABABltvj",More Zika mosquitoes in Miami Beach 6 new local infections love wetlands,sarcasm,,113,S
I love school so much #sarcasm,I love school so much,sarcasm,,30,S
"No #Sarcasm, right? We know he helped himself more than #Trump https://t.co/5eWA8YXlsG",No right We know he helped himself more than,"Trump Sarcasm,",,86,S
"If @CBSNews reports this, then it must be true #sarcasm #MakeAmericaGreatAgain https://t.co/wsvo1Eo0t4",If reports this then it must be true,sarcasm MakeAmericaGreatAgain,CBSNews,102,S
Cause taking someone's lover is just too cool &amp; savage. #sarcasm Ã°Å¸ËœÅ,Cause taking someone s lover is just too cool amp savage Ã°Å¸ËœÅ,sarcasm,,77,S
"i have this wonderful (#sarcasm) genetic disorder that makes my hands shake constantly, especially when performing delicate fine motor tasks",i have this wonderful genetic disorder that makes my hands shake constantly especially when performing delicate fine motor tasks,,,140,S
"""New love is so beautiful, time just makes it ugly."" #sarcasm",New love is so beautiful time just makes it ugly,sarcasm,,61,S
".@SarahPalinUSA .@INJO sarcasm or just another dumb tweet, hard to tell? There are only ""good cops"", I have never seen a bad cop (#sarcasm)",sarcasm or just another dumb tweet hard to tell There are only good cops I have never seen a bad cop,,,139,S
"Wow, the attitude from some of the @Pret team in Waterloo is pretty *exceptional* today #sarcasm Rare poor service from you guys.",Wow the attitude from some of the team in Waterloo is pretty exceptional today Rare poor service from you guys,sarcasm,Pret,129,S
Wasn't obama showing love when he was FORCED back out of Air Force 1 to salute the soldier outside his airplane aftÃ¢â‚¬Â¦ https://t.co/S0pLS4sfnu,Wasn t obama showing love when he was FORCED back out of Air Force 1 to salute the soldier outside his airplane aftÃ¢â‚¬Â¦,,,146,S
"Because Japanese don't need insurance they outlive others, even tortoise #sarcasm https://t.co/qfywfZdhZj",Because Japanese don t need insurance they outlive others even tortoise,sarcasm,,105,S
Finished packing at midnight and woke up at 3AM for our flight to St. Thomas. Sleep is so underrated. #sarcasm,Finished packing at midnight and woke up at 3AM for our flight to St Thomas Sleep is so underrated,sarcasm,,110,S
"@ShirishKunder LOL .. have been reading since you first tweeted about. I get your #sarcasm 
  but ppl actually searched for it. haha",LOL have been reading since you first tweeted about I get your but ppl actually searched for it haha,sarcasm,ShirishKunder,132,S
"@Delta first flight of the day delayed at MBS forced to miss my next flight and have a 3+ hour layover now, thanks! #sarcasm",first flight of the day delayed at MBS forced to miss my next flight and have a 3 hour layover now thanks,sarcasm,Delta,124,S
"Woowww napaka supportiveÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž THANK YOU SO MUCH..
  #smh #sarcasm",Woowww napaka supportiveÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž THANK YOU SO MUCH,sarcasm smh,,80,S
"What nonsense! ""We deny these baseless charges by India. They were not nine. Pakistan is a victim of terrorism""Ã¢â‚¬Â¦ https://t.co/CWMki77jxa",What nonsense We deny these baseless charges by India They were not nine Pakistan is a victim of terrorism Ã¢â‚¬Â¦,,,142,S
@UCT_news wow you very helpful. Thanks so much! I mean I didn't know that! #sarcasm,news wow you very helpful Thanks so much I mean I didn t know that,sarcasm,UCT_news,83,S
Biggest down fall of a silent admirer......they are always silent and anonymous Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“ have courage or get a life #sarcasm,Biggest down fall of a silent admirer they are always silent and anonymous Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“Ã°Å¸ËœÅ“ have courage or get a life,sarcasm,,148,S
"More special characters and even a #sarcasm sign. #inktober number 4
  
  #inktober2016 #typography #graphicdesignÃ¢â‚¬Â¦ https://t.co/dI0sKangkh",More special characters and even a sign number 4,sarcasm inktober graphicdesignÃ¢â‚¬Â¦ inktober2016 typography,,145,S
@Lawrence @GovPenceIN @hughhewitt @MSNBC Wow that's not like Hugh Hewitt to mangle the truth #Sarcasm #Pence2020 #DonTheCon #ImWithHer,Wow that s not like Hugh Hewitt to mangle the truth,Sarcasm Pence2020 ImWithHer DonTheCon,MSNBC hughhewitt GovPenceIN Lawrence,134,S
2 weeks until I can legally adopt a child and also supervise a learner driver. here's to being 21 in the UK #cheers :-) #sarcasm,2 weeks until I can legally adopt a child and also supervise a learner driver here s to being 21 in the UK,cheers sarcasm,,128,S
